Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8070110700KF,Intel,Core i7-10700KF,23,97.8,24848,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,BX80684I99900KF,Intel,Core i9-9900KF,24,97.7,18033,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX8070110700K,Intel,Core i7-10700K,25,97.6,137634,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,,AMD,Ryzen 7 5800,26,97.5,783,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor
CPU,BX8070110900F,Intel,Core i9-10900F,27,97.5,5645,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,,Intel,Core i9-10900,28,97.1,7453,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,BX80684I79700K,Intel,Core i7-9700K,29,96.8,429707,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,BX8070811400F,Intel,Core i5-11400F,30,96.6,6206,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111
CPU,BX80684I79700KF,Intel,Core i7-9700KF,31,96.6,27293,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,,Intel,Core i9-11980HK,32,96,622,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,33,95.1,214101,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8070110600KF,Intel,Core i5-10600KF,34,95.1,12257,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,,Intel,Core i9-11950H,35,94.9,254,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz
CPU,BX8070110600K,Intel,Core i5-10600K,36,94.7,51499,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,37,94.5,2512,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,BX8070110700,Intel,Core i7-10700,38,94.4,47779,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX8070110700F,Intel,Core i7-10700F,39,94.2,29326,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX80684I78086K,Intel,Core i7-8086K,40,94,37027,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,41,94,58540,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,BX80684I59600K,Intel,Core i5-9600K,42,93.6,316811,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX80684I79700,Intel,Core i7-9700,43,93.3,62391,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX80684I79700F,Intel,Core i7-9700F,44,93.2,41028,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX80684I99900,Intel,Core i9-9900,45,93,9613,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,BX8070110600,Intel,Core i5-10600,46,92.6,5779,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,,Intel,Core i7-11850H,47,92.5,342,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz
CPU,,Intel,Core i9-11900H,48,92.2,1152,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz
CPU,BX80684I78700K,Intel,Core i7-8700K,49,92.1,689007,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,BX80684I59600,Intel,Core i5-9600,50,91.5,576,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,BX80684I58600K,Intel,Core i5-8600K,51,91,223378,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX8070110500,Intel,Core i5-10500,52,90.8,6013,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,100-100000252BOX,AMD,Ryzen 5 5600G,53,90.1,4134,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,,Intel,Core i7-11800H,54,90.1,12852,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz
CPU,BX80684I78700,Intel,Core i7-8700,55,89.7,296483,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,,Intel,Core i3-10320,56,89.3,357,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,BX80684I59500,Intel,Core i5-9500,57,88.9,6344,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,,AMD,Ryzen 9 5900HX,58,88.9,9688,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,59,88.7,14918,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,BX80684I58600,Intel,Core i5-8600,60,88.5,15688,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,61,88.2,281680,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,62,88.1,19775,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,,AMD,Ryzen 7 4700G,63,87.9,720,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,,Intel,Core i9-10980HK,64,87.9,5516,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,BX8070110400,Intel,Core i5-10400,65,87.8,48709,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,BX8070110400F,Intel,Core i5-10400F,66,87.7,78400,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,BX80677I77700K,Intel,Core i7-7700K,67,87.6,602008,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,68,87.4,153878,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,,AMD,Ryzen 9 5900HS,69,87.4,8487,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics
CPU,BX80684I39350KF,Intel,Core i3-9350KF,70,87.3,1028,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,71,87.3,46495,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,BX80677I77740X,Intel,Core i7-7740X,72,87.3,4250,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX80671I76900K,Intel,Core i7-6900K,73,87,5662,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,BX8069510940X,Intel,Core i9-10940X,74,86.9,1446,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,,Intel,Core i7-10700T,75,86.7,765,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,BX8070110300,Intel,Core i3-10300,76,86.7,258,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,77,86.5,658983,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX80684I59400,Intel,Core i5-9400,78,86.5,20789,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,BX8069510900X,Intel,Core i9-10900X,79,86.4,4250,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,,Intel,Core i5-10500H,80,86.2,2248,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR-CoreTM-i5-10500H-CPU---250GHz
CPU,BX8070110105F,Intel,Core i3-10105F,81,86.1,2199,https://cpu.userbenchmark.com/SpeedTest/1482345/IntelR-CoreTM-i3-10105F-CPU---370GHz
CPU,BX80684I59400F,Intel,Core i5-9400F,82,86,251000,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,BX80684I58500,Intel,Core i5-8500,83,86,38979,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,BX8069510920X,Intel,Core i9-10920X,84,85.9,2148,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,BX80671I76950X,Intel,Core i7-6950X,85,85.9,4919,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,,Intel,Core i7-10870H,86,85.9,15287,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,87,85.9,29296,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,,Intel,Core i9-10900T,88,85.8,98,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,,Intel,Core i5-10600T,89,85.8,54,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,BX80673I99940X,Intel,Core i9-9940X,90,85.5,1357,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,BX80673I99920X,Intel,Core i9-9920X,91,85.5,841,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,BX80671I76850K,Intel,Core i7-6850K,92,85.5,22654,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,,AMD,Ryzen 7 5800HS,93,85,1352,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics
CPU,,AMD,Ryzen 7 5800H,94,84.6,20805,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,100-1000000158,AMD,Ryzen 5 3500X,95,84.5,37869,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,BX80684I58400,Intel,Core i5-8400,96,84.5,295172,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,BX80673I99960X,Intel,Core i9-9960X,97,84.5,656,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,98,84.2,286947,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,100-100000031BOX,AMD,Ryzen 5 3600,99,84.2,1001057,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,100,84.1,3668,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,BX80684I38350K,Intel,Core i3-8350K,101,84.1,25830,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,BX80673I99900X,Intel,Core i9-9900X,102,84.1,2583,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,BX80677I57640X,Intel,Core i5-7640X,103,84.1,2575,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,BX8070110100,Intel,Core i3-10100,104,83.9,19879,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,BX8070110100F,Intel,Core i3-10100F,105,83.9,17608,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,,AMD,Ryzen 9 4900H,106,83.9,2923,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,107,83.8,4766,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,,Intel,Core i7-10750H,108,83.6,141356,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
CPU,100-1000000050,AMD,Ryzen 5 3500,109,83.5,19527,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,BX8069510980XE,Intel,Core i9-10980XE,110,83.5,2845,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,BX80673I97960X,Intel,Core i9-7960X,111,83.5,1927,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,,Intel,Core i5-10500T,112,83.4,622,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,,Intel,Core i7-10875H,113,83.3,24893,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,100-000000098,AMD,Ryzen 7 4800H,114,83.3,49774,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,,Intel,Core i9-10885H,115,83.1,4399,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,BX80673I97900X,Intel,Core i9-7900X,116,83,15183,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,BX80677I57600K,Intel,Core i5-7600K,117,83,187106,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,BX80658i75775C,Intel,Core i7-5775C,118,82.8,1967,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,,AMD,Ryzen 9 4900HS,119,82.6,10180,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,,Intel,Core i9-9980HK,120,82.5,6772,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,BX80673I97940X,Intel,Core i9-7940X,121,82.5,4133,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,BX80648I75960X,Intel,Core i7-5960X,122,82.5,16515,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580
CPU,BX80673I99820X,Intel,Core i9-9820X,123,82.4,1925,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,BX80646I74790K,Intel,Core i7-4790K,124,82.4,384251,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,BX80662I76700K,Intel,Core i7-6700K,125,82.4,565316,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,100-000000253,AMD,Ryzen 3 5300G,126,82.2,90,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD-Ryzen-3-5300G-with-Radeon-Graphics
CPU,BX80673I99980X,Intel,Core i9-9980XE,127,82.2,1780,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,,AMD,Ryzen 9 5980HS,128,82.2,148,https://cpu.userbenchmark.com/SpeedTest/1493102/AMD-Ryzen-9-5980HS-with-Radeon-Graphics
CPU,100-000000163,AMD,Ryzen TR 3990X,129,82,961,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,,AMD,Ryzen 7 4800HS,130,82,6685,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,BX80673I79800X,Intel,Core i7-9800X,131,81.8,3118,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,,Intel,Core i7-10850H,132,81.6,3807,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz
CPU,BX80673I77820X,Intel,Core i7-7820X,133,81.6,29980,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928
CPU,,AMD,Ryzen 5 5600H,134,81.5,6083,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics
CPU,BX80671I76800K,Intel,Core i7-6800K,135,81.4,42020,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,136,81.4,11081,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,BX80673I97920X,Intel,Core i9-7920X,137,81.4,5148,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,138,81.1,513754,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958
CPU,BX80648I75930K,Intel,Core i7-5930K,139,81.1,36267,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578
CPU,BX80658i55675C,Intel,Core i5-5675C,140,81.1,886,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,CM8068403358413,Intel,Core i7-8700T,141,81,4331,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz
CPU,CM8068403358708,Intel,Core i5-8600T,142,80.9,265,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz
CPU,BX80673I97980X,Intel,Core i9-7980XE,143,80.6,4079,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz
CPU,,Intel,Xeon E3-1286 v3,144,80.6,22,https://cpu.userbenchmark.com/SpeedTest/33047/IntelR-XeonR-CPU-E3-1286-v3---370GHz
CPU,BX80684I39100,Intel,Core i3-9100,145,80.5,9173,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz
CPU,BX80633I74960X,Intel,Core i7-4960X,146,80.4,4116,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977
CPU,,Intel,Xeon E3-1245 v6,147,80.4,462,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz
CPU,,Intel,Core i7-8809G,148,80.4,3212,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR-CoreTM-i7-8809G-CPU---310GHz
CPU,,Intel,Xeon E3-1270 v6,149,80.3,505,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR-XeonR-CPU-E3-1270-v6---380GHz
CPU,,AMD,Ryzen 5 4600HS,150,80.2,989,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics
CPU,BX80684I39100F,Intel,Core i3-9100F,151,80.1,83776,https://cpu.userbenchmark.com/Intel-Core-i3-9100F/Rating/4054
CPU,BX80677I77700,Intel,Core i7-7700,152,80,239284,https://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887
CPU,CL8068404069006,Intel,Core i9-9880H,153,79.8,8850,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz
CPU,,Intel,Core i7-9850H,154,79.8,7816,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR-CoreTM-i7-9850H-CPU---260GHz
CPU,BX80648I75820K,Intel,Core i7-5820K,155,79.8,102459,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579
CPU,BX80662I56600K,Intel,Core i5-6600K,156,79.7,362950,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503
CPU,,Intel,Core i5-10400T,157,79.6,595,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR-CoreTM-i5-10400T-CPU---200GHz
CPU,YD292XA8AFWOF,AMD,Ryzen TR 2920X,158,79.5,3035,https://cpu.userbenchmark.com/SpeedTest/625966/AMD-Ryzen-Threadripper-2920X-12-Core-Processor
CPU,,Intel,Xeon E5-1650 v3,159,79.4,5366,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz
CPU,,Intel,Core i7-11375H,160,79.3,330,https://cpu.userbenchmark.com/SpeedTest/1462657/11th-Gen-IntelR-CoreTM-i7-11375H---330GHz
CPU,BX80673I77800X,Intel,Core i7-7800X,161,79.3,19511,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz
CPU,,Intel,Core i7 X 990,162,79.1,3148,https://cpu.userbenchmark.com/SpeedTest/2590/IntelR-CoreTM-i7-CPU-------X-990----347GHz
CPU,YD295XA8UGAAF,AMD,Ryzen TR 2950X,163,79.1,9047,https://cpu.userbenchmark.com/SpeedTest/569025/AMD-Ryzen-Threadripper-2950X-16-Core-Processor
CPU,,Intel,Core i7-3970X,164,79,2343,https://cpu.userbenchmark.com/SpeedTest/6794/IntelR-CoreTM-i7-3970X-CPU---350GHz
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,165,79,335911,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956
CPU,,Intel,Core i5-10200H,166,79,2718,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz
CPU,BX80646I54690K,Intel,Core i5-4690K,167,78.9,203765,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432
CPU,,Intel,Core i5-9400H,168,78.9,574,https://cpu.userbenchmark.com/SpeedTest/843530/IntelR-CoreTM-i5-9400H-CPU---250GHz
CPU,BX80619I73960X,Intel,Core i7-3960X,169,78.8,2034,https://cpu.userbenchmark.com/Intel-Core-i7-3960X/Rating/1973
CPU,BX80684I38300,Intel,Core i3-8300,170,78.7,1823,https://cpu.userbenchmark.com/SpeedTest/484077/IntelR-CoreTM-i3-8300-CPU---370GHz
CPU,,Intel,Core i5-10400H,171,78.7,385,https://cpu.userbenchmark.com/SpeedTest/1084904/IntelR-CoreTM-i5-10400H-CPU---260GHz
CPU,BX80646I74770K,Intel,Core i7-4770K,172,78.7,158800,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537
CPU,,Intel,Xeon E5-1650 v2,173,78.7,9859,https://cpu.userbenchmark.com/SpeedTest/7574/IntelR-XeonR-CPU-E5-1650-v2---350GHz
CPU,BX80633I74930K,Intel,Core i7-4930K,174,78.7,20180,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976
CPU,CL8068404121817,Intel,Core i7-9750H,175,78.5,268828,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz
CPU,,Intel,Core i5-10300H,176,78.4,55649,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz
CPU,100-000000100,AMD,Ryzen 5 4600H,177,78.4,32776,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics
CPU,BX80677I57600,Intel,Core i5-7600,178,78.3,39994,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890
CPU,,Intel,Core i7-5775R,179,78.3,146,https://cpu.userbenchmark.com/SpeedTest/39919/IntelR-CoreTM-i7-5775R-CPU---330GHz
CPU,,Intel,Core i3-10100T,180,78.2,279,https://cpu.userbenchmark.com/SpeedTest/1260090/IntelR-CoreTM-i3-10100T-CPU---300GHz
CPU,,Intel,Core i7-5950HQ,181,78.2,159,https://cpu.userbenchmark.com/SpeedTest/29765/IntelR-CoreTM-i7-5950HQ-CPU---290GHz
CPU,,Intel,Xeon E3-1230 v6,182,78.2,414,https://cpu.userbenchmark.com/SpeedTest/268848/IntelR-XeonR-CPU-E3-1230-v6---350GHz
CPU,,Intel,Core i7-11370H,183,78.1,7266,https://cpu.userbenchmark.com/SpeedTest/1444990/11th-Gen-IntelR-CoreTM-i7-11370H---330GHz
CPU,,Intel,Xeon W3690,184,77.9,3771,https://cpu.userbenchmark.com/SpeedTest/9677/IntelR-XeonR-CPU-----------W3690----347GHz
CPU,,Intel,Core i3-10300T,185,77.9,5,https://cpu.userbenchmark.com/SpeedTest/1290166/IntelR-CoreTM-i3-10300T-CPU---300GHz
CPU,BX80646I54670K,Intel,Core i5-4670K,186,77.9,130684,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538
CPU,FH8068403419332,Intel,Core i7-8559U,187,77.8,1963,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR-CoreTM-i7-8559U-CPU---270GHz
CPU,YD297XAZAFWOF,AMD,Ryzen TR 2970WX,188,77.6,1342,https://cpu.userbenchmark.com/SpeedTest/626249/AMD-Ryzen-Threadripper-2970WX-24-Core-Processor
CPU,,Intel,Xeon W3680,189,77.4,3670,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR-XeonR-CPU-----------W3680----333GHz
CPU,,Intel,Xeon E3-1271 v3,190,77.2,1220,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz
CPU,,Intel,Xeon E3-1275 v3,191,77,303,https://cpu.userbenchmark.com/SpeedTest/5652/IntelR-XeonR-CPU-E3-1275-v3---350GHz
CPU,BX80646E31276V3,Intel,Xeon E3-1276 v3,192,77,253,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz
CPU,CM8068403362509,Intel,Core i5-8500T,193,76.7,3484,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,194,76.6,711800,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955
CPU,BX80637I73770K,Intel,Core i7-3770K,195,76.6,139858,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317
CPU,CL8068403359524,Intel,Core i7-8750H,196,76.6,351398,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz
